task,choices,Task-ID
Left;mango;fig/Left;fig;peach/Left;fig;orange/Left;orange;lemon/,Left;mango;peach/Left;peach;fig/Left;fig;orange/Left;orange;lemon,5
Left;plum;fig/Left;fig;apple/Left;fig;kiwi/Left;kiwi;lemon/,Left;plum;kiwi/Left;kiwi;apple/Left;apple;fig/Left;fig;lemon,6
Left;pear;apple/Left;apple;mango/Left;apple;lime/Left;lime;cherry/,Left;pear;lime/Left;lime;mango/Left;mango;apple/Left;apple;cherry,6
Left;orange;cherry/Left;cherry;pear/Left;cherry;lemon/Left;lemon;mango/,Left;orange;lemon/Left;lemon;pear/Left;pear;cherry/Left;cherry;mango,6
Left;fig;apricot/Left;apricot;plum/Left;apricot;lemon/Left;lemon;mango/,Left;fig;lemon/Left;lemon;plum/Left;plum;apricot/Left;apricot;mango,6
Left;fig;kiwi/Left;kiwi;mango/Left;kiwi;lime/Left;lime;plum/,Left;fig;lime/Left;lime;mango/Left;mango;kiwi/Left;kiwi;plum,6
Left;lemon;mango/Left;mango;kiwi/Left;mango;peach/Left;peach;orange/,Left;lemon;peach/Left;peach;kiwi/Left;kiwi;mango/Left;mango;orange,6
Left;kiwi;lemon/Left;lemon;apple/Left;lemon;fig/Left;fig;plum/,Left;kiwi;fig/Left;fig;apple/Left;apple;lemon/Left;lemon;plum,6
Left;fig;apple/Left;apple;cherry/Left;apple;mango/Left;mango;orange/,Left;fig;mango/Left;mango;cherry/Left;cherry;apple/Left;apple;orange,6
Left;peach;lime/Left;lime;cherry/Left;lime;apple/Left;apple;fig/,Left;peach;apple/Left;apple;cherry/Left;cherry;lime/Left;lime;fig,6
Left;mango;cherry/Left;cherry;orange/Left;cherry;lime/Left;lime;apricot/,Left;mango;lime/Left;lime;orange/Left;orange;cherry/Left;cherry;apricot,6
Left;lemon;apricot/Left;apricot;fig/Left;apricot;cherry/Left;cherry;mango/,Left;lemon;cherry/Left;cherry;fig/Left;fig;apricot/Left;apricot;mango,6
Left;lime;kiwi/Left;kiwi;cherry/Left;kiwi;orange/Left;orange;apricot/,Left;lime;orange/Left;orange;cherry/Left;cherry;kiwi/Left;kiwi;apricot,6
Left;plum;lemon/Left;lemon;mango/Left;lemon;fig/Left;fig;cherry/,Left;plum;fig/Left;fig;mango/Left;mango;lemon/Left;lemon;cherry,6
Left;apple;lemon/Left;lemon;pear/Left;lemon;kiwi/Left;kiwi;cherry/,Left;apple;kiwi/Left;kiwi;pear/Left;pear;lemon/Left;lemon;cherry,6
Left;mango;cherry/Left;cherry;orange/Left;cherry;fig/Left;fig;pear/,Left;mango;fig/Left;fig;orange/Left;orange;cherry/Left;cherry;pear,6
Left;apricot;pear/Left;pear;mango/Left;pear;cherry/Left;cherry;lime/,Left;apricot;cherry/Left;cherry;mango/Left;mango;pear/Left;pear;lime,6
Left;fig;mango/Left;mango;orange/Left;mango;lime/Left;lime;cherry/,Left;fig;lime/Left;lime;orange/Left;orange;mango/Left;mango;cherry,6
Left;orange;apricot/Left;apricot;lime/Left;apricot;fig/Left;fig;mango/,Left;orange;fig/Left;fig;lime/Left;lime;apricot/Left;apricot;mango,6
Left;fig;peach/Left;peach;apple/Left;peach;cherry/Left;cherry;lemon/,Left;fig;cherry/Left;cherry;apple/Left;apple;peach/Left;peach;lemon,6
Left;orange;fig/Left;fig;lemon/Left;fig;apple/Left;apple;peach/,Left;orange;apple/Left;apple;lemon/Left;lemon;fig/Left;fig;peach,6
Left;apple;fig/Left;fig;orange/Left;fig;cherry/Left;cherry;mango/,Left;apple;cherry/Left;cherry;orange/Left;orange;fig/Left;fig;mango,6
Left;mango;apple/Left;apple;lime/Left;apple;peach/Left;peach;orange/,Left;mango;peach/Left;peach;lime/Left;lime;apple/Left;apple;orange,6
Left;cherry;lime/Left;lime;mango/Left;lime;orange/Left;orange;kiwi/,Left;cherry;orange/Left;orange;mango/Left;mango;lime/Left;lime;kiwi,6
Left;lime;cherry/Left;cherry;fig/Left;cherry;pear/Left;pear;apricot/,Left;lime;pear/Left;pear;fig/Left;fig;cherry/Left;cherry;apricot,6
Left;cherry;fig/Left;fig;apricot/Left;fig;kiwi/Left;kiwi;lime/,Left;cherry;kiwi/Left;kiwi;apricot/Left;apricot;fig/Left;fig;lime,6
Left;fig;apricot/Left;apricot;plum/Left;apricot;kiwi/Left;kiwi;cherry/,Left;fig;kiwi/Left;kiwi;plum/Left;plum;apricot/Left;apricot;cherry,6
Left;cherry;lemon/Left;lemon;kiwi/Left;lemon;fig/Left;fig;plum/,Left;cherry;fig/Left;fig;kiwi/Left;kiwi;lemon/Left;lemon;plum,6
Left;apricot;mango/Left;mango;plum/Left;mango;lemon/Left;lemon;cherry/,Left;apricot;lemon/Left;lemon;plum/Left;plum;mango/Left;mango;cherry,6
Left;kiwi;orange/Left;orange;pear/Left;orange;apricot/Left;apricot;mango/,Left;kiwi;apricot/Left;apricot;pear/Left;pear;orange/Left;orange;mango,6
Left;kiwi;apricot/Left;apricot;mango/Left;apricot;cherry/Left;cherry;peach/,Left;kiwi;cherry/Left;cherry;mango/Left;mango;apricot/Left;apricot;peach,6
Left;cherry;peach/Left;peach;fig/Left;peach;apricot/Left;apricot;mango/,Left;cherry;apricot/Left;apricot;fig/Left;fig;peach/Left;peach;mango,6
Left;lime;cherry/Left;cherry;apricot/Left;cherry;peach/Left;peach;mango/,Left;lime;peach/Left;peach;apricot/Left;apricot;cherry/Left;cherry;mango,6
Left;lemon;peach/Left;peach;apricot/Left;peach;orange/Left;orange;cherry/,Left;lemon;orange/Left;orange;apricot/Left;apricot;peach/Left;peach;cherry,6
Left;apple;orange/Left;orange;cherry/Left;orange;mango/Left;mango;plum/,Left;apple;mango/Left;mango;cherry/Left;cherry;orange/Left;orange;plum,6
Left;orange;peach/Left;fig;orange/Left;orange;lemon/Left;lemon;apple/,Left;fig;orange/Left;orange;peach/Left;peach;lemon/Left;lemon;apple,7
Left;pear;mango/Left;lemon;pear/Left;pear;cherry/Left;cherry;apple/,Left;lemon;pear/Left;pear;mango/Left;mango;cherry/Left;cherry;apple,7
Left;plum;orange/Left;cherry;plum/Left;plum;lime/Left;lime;kiwi/,Left;cherry;plum/Left;plum;orange/Left;orange;lime/Left;lime;kiwi,7
Left;lime;plum/Left;apple;lime/Left;lime;orange/Left;orange;kiwi/,Left;apple;lime/Left;lime;plum/Left;plum;orange/Left;orange;kiwi,7
Left;plum;mango/Left;lime;plum/Left;plum;apple/Left;apple;orange/,Left;lime;plum/Left;plum;mango/Left;mango;apple/Left;apple;orange,7
Left;orange;pear/Left;cherry;orange/Left;orange;mango/Left;mango;fig/,Left;cherry;orange/Left;orange;pear/Left;pear;mango/Left;mango;fig,7
Left;fig;peach/Left;cherry;fig/Left;fig;lemon/Left;lemon;mango/,Left;cherry;fig/Left;fig;peach/Left;peach;lemon/Left;lemon;mango,7
Left;lemon;kiwi/Left;fig;lemon/Left;lemon;apricot/Left;apricot;pear/,Left;fig;lemon/Left;lemon;kiwi/Left;kiwi;apricot/Left;apricot;pear,7
Left;cherry;kiwi/Left;apple;cherry/Left;cherry;peach/Left;peach;lime/,Left;apple;cherry/Left;cherry;kiwi/Left;kiwi;peach/Left;peach;lime,7
Left;apple;mango/Left;pear;apple/Left;apple;orange/Left;orange;kiwi/,Left;pear;apple/Left;apple;mango/Left;mango;orange/Left;orange;kiwi,7
Left;pear;fig/Left;apple;pear/Left;pear;mango/Left;mango;lemon/,Left;apple;pear/Left;pear;fig/Left;fig;mango/Left;mango;lemon,7
Left;apple;cherry/Left;fig;apple/Left;apple;lime/Left;lime;peach/,Left;fig;apple/Left;apple;cherry/Left;cherry;lime/Left;lime;peach,7
Left;fig;cherry/Left;pear;fig/Left;fig;apple/Left;apple;orange/,Left;pear;fig/Left;fig;cherry/Left;cherry;apple/Left;apple;orange,7
Left;apricot;lemon/Left;cherry;apricot/Left;apricot;peach/Left;peach;kiwi/,Left;cherry;apricot/Left;apricot;lemon/Left;lemon;peach/Left;peach;kiwi,7
Left;apricot;lime/Left;peach;apricot/Left;apricot;mango/Left;mango;cherry/,Left;peach;apricot/Left;apricot;lime/Left;lime;mango/Left;mango;cherry,7
Left;kiwi;lime/Left;plum;kiwi/Left;kiwi;cherry/Left;cherry;apple/,Left;plum;kiwi/Left;kiwi;lime/Left;lime;cherry/Left;cherry;apple,7
Left;fig;lemon/Left;plum;fig/Left;fig;apricot/Left;apricot;cherry/,Left;plum;fig/Left;fig;lemon/Left;lemon;apricot/Left;apricot;cherry,7
Left;lime;apricot/Left;fig;lime/Left;lime;kiwi/Left;kiwi;mango/,Left;fig;lime/Left;lime;apricot/Left;apricot;kiwi/Left;kiwi;mango,7
Left;pear;orange/Left;fig;pear/Left;pear;lemon/Left;lemon;kiwi/,Left;fig;pear/Left;pear;orange/Left;orange;lemon/Left;lemon;kiwi,7
Left;fig;pear/Left;kiwi;fig/Left;fig;lemon/Left;lemon;apricot/,Left;kiwi;fig/Left;fig;pear/Left;pear;lemon/Left;lemon;apricot,7
Left;fig;peach/Left;cherry;fig/Left;fig;lime/Left;lime;mango/,Left;cherry;fig/Left;fig;peach/Left;peach;lime/Left;lime;mango,7
Left;pear;apricot/Left;lemon;pear/Left;pear;kiwi/Left;kiwi;mango/,Left;lemon;pear/Left;pear;apricot/Left;apricot;kiwi/Left;kiwi;mango,7
Left;cherry;kiwi/Left;peach;cherry/Left;cherry;mango/Left;mango;lemon/,Left;peach;cherry/Left;cherry;kiwi/Left;kiwi;mango/Left;mango;lemon,7
Left;apple;kiwi/Left;lemon;apple/Left;apple;mango/Left;mango;plum/,Left;lemon;apple/Left;apple;kiwi/Left;kiwi;mango/Left;mango;plum,7
Left;apricot;kiwi/Left;cherry;apricot/Left;apricot;lime/Left;lime;peach/,Left;cherry;apricot/Left;apricot;kiwi/Left;kiwi;lime/Left;lime;peach,7
Left;orange;cherry/Left;apple;orange/Left;orange;mango/Left;mango;kiwi/,Left;apple;orange/Left;orange;cherry/Left;cherry;mango/Left;mango;kiwi,7
Left;lime;kiwi/Left;fig;lime/Left;lime;mango/Left;mango;apricot/,Left;fig;lime/Left;lime;kiwi/Left;kiwi;mango/Left;mango;apricot,7
Left;cherry;kiwi/Left;pear;cherry/Left;cherry;fig/Left;fig;orange/,Left;pear;cherry/Left;cherry;kiwi/Left;kiwi;fig/Left;fig;orange,7
Left;cherry;apple/Left;mango;cherry/Left;cherry;pear/Left;pear;lemon/,Left;mango;cherry/Left;cherry;apple/Left;apple;pear/Left;pear;lemon,7
Left;fig;lime/Left;peach;fig/Left;fig;orange/Left;orange;kiwi/,Left;peach;fig/Left;fig;lime/Left;lime;orange/Left;orange;kiwi,7
Left;kiwi;plum/Left;lime;kiwi/Left;kiwi;apricot/Left;apricot;orange/,Left;lime;kiwi/Left;kiwi;plum/Left;plum;apricot/Left;apricot;orange,7
Left;kiwi;cherry/Left;orange;kiwi/Left;kiwi;lime/Left;lime;fig/,Left;orange;kiwi/Left;kiwi;cherry/Left;cherry;lime/Left;lime;fig,7
Left;pear;mango/Left;lime;pear/Left;pear;apple/Left;apple;cherry/,Left;lime;pear/Left;pear;mango/Left;mango;apple/Left;apple;cherry,7
Left;apple;fig/Left;lime;apple/Left;apple;mango/Left;mango;plum/,Left;lime;apple/Left;apple;fig/Left;fig;mango/Left;mango;plum,7
Left;fig;pear/Left;cherry;fig/Left;fig;apricot/Left;apricot;kiwi/,Left;cherry;fig/Left;fig;apricot/Left;apricot;kiwi/Left;kiwi;pear,8
Left;kiwi;orange/Left;lemon;kiwi/Left;kiwi;peach/Left;peach;apple/,Left;lemon;kiwi/Left;kiwi;peach/Left;peach;apple/Left;apple;orange,8
Left;peach;mango/Left;apple;peach/Left;peach;kiwi/Left;kiwi;lemon/,Left;apple;peach/Left;peach;kiwi/Left;kiwi;lemon/Left;lemon;mango,8
Left;apricot;cherry/Left;plum;apricot/Left;apricot;lime/Left;lime;mango/,Left;plum;apricot/Left;apricot;lime/Left;lime;mango/Left;mango;cherry,8
Left;peach;kiwi/Left;orange;peach/Left;peach;cherry/Left;cherry;lime/,Left;orange;peach/Left;peach;cherry/Left;cherry;lime/Left;lime;kiwi,8
Left;kiwi;cherry/Left;orange;kiwi/Left;kiwi;apple/Left;apple;mango/,Left;orange;kiwi/Left;kiwi;apple/Left;apple;mango/Left;mango;cherry,8
Left;pear;mango/Left;kiwi;pear/Left;pear;lemon/Left;lemon;apple/,Left;kiwi;pear/Left;pear;lemon/Left;lemon;apple/Left;apple;mango,8
Left;pear;lemon/Left;fig;pear/Left;pear;apple/Left;apple;orange/,Left;fig;pear/Left;pear;apple/Left;apple;orange/Left;orange;lemon,8
Left;peach;lime/Left;fig;peach/Left;peach;apricot/Left;apricot;kiwi/,Left;fig;peach/Left;peach;apricot/Left;apricot;kiwi/Left;kiwi;lime,8
Left;mango;orange/Left;apricot;mango/Left;mango;kiwi/Left;kiwi;lime/,Left;apricot;mango/Left;mango;kiwi/Left;kiwi;lime/Left;lime;orange,8
Left;kiwi;lemon/Left;peach;kiwi/Left;kiwi;cherry/Left;cherry;apple/,Left;peach;kiwi/Left;kiwi;cherry/Left;cherry;apple/Left;apple;lemon,8
Left;apple;kiwi/Left;lemon;apple/Left;apple;peach/Left;peach;mango/,Left;lemon;apple/Left;apple;peach/Left;peach;mango/Left;mango;kiwi,8
Left;kiwi;apple/Left;plum;kiwi/Left;kiwi;lemon/Left;lemon;orange/,Left;plum;kiwi/Left;kiwi;lemon/Left;lemon;orange/Left;orange;apple,8
Left;apple;lemon/Left;orange;apple/Left;apple;plum/Left;plum;kiwi/,Left;orange;apple/Left;apple;plum/Left;plum;kiwi/Left;kiwi;lemon,8
Left;plum;lemon/Left;apple;plum/Left;plum;cherry/Left;cherry;mango/,Left;apple;plum/Left;plum;cherry/Left;cherry;mango/Left;mango;lemon,8
Left;lemon;plum/Left;apple;lemon/Left;lemon;orange/Left;orange;mango/,Left;apple;lemon/Left;lemon;orange/Left;orange;mango/Left;mango;plum,8
Left;lemon;pear/Left;apple;lemon/Left;lemon;orange/Left;orange;cherry/,Left;apple;lemon/Left;lemon;orange/Left;orange;cherry/Left;cherry;pear,8
Left;pear;fig/Left;lemon;pear/Left;pear;orange/Left;orange;cherry/,Left;lemon;pear/Left;pear;orange/Left;orange;cherry/Left;cherry;fig,8
Left;fig;cherry/Left;pear;fig/Left;fig;kiwi/Left;kiwi;lime/,Left;pear;fig/Left;fig;kiwi/Left;kiwi;lime/Left;lime;cherry,8
Left;mango;peach/Left;lime;mango/Left;mango;fig/Left;fig;apple/,Left;lime;mango/Left;mango;fig/Left;fig;apple/Left;apple;peach,8
Left;kiwi;apple/Left;plum;kiwi/Left;kiwi;fig/Left;fig;lime/,Left;plum;kiwi/Left;kiwi;fig/Left;fig;lime/Left;lime;apple,8
Left;pear;kiwi/Left;lime;pear/Left;pear;apricot/Left;apricot;mango/,Left;lime;pear/Left;pear;apricot/Left;apricot;mango/Left;mango;kiwi,8
Left;plum;lemon/Left;mango;plum/Left;plum;orange/Left;orange;apricot/,Left;mango;plum/Left;plum;orange/Left;orange;apricot/Left;apricot;lemon,8
Left;lime;peach/Left;apricot;lime/Left;lime;cherry/Left;cherry;kiwi/,Left;apricot;lime/Left;lime;cherry/Left;cherry;kiwi/Left;kiwi;peach,8
Left;apricot;mango/Left;lemon;apricot/Left;apricot;fig/Left;fig;pear/,Left;lemon;apricot/Left;apricot;fig/Left;fig;pear/Left;pear;mango,8
Left;lemon;kiwi/Left;apricot;lemon/Left;lemon;mango/Left;mango;fig/,Left;apricot;lemon/Left;lemon;mango/Left;mango;fig/Left;fig;kiwi,8
Left;fig;apple/Left;lime;fig/Left;fig;orange/Left;orange;mango/,Left;lime;fig/Left;fig;orange/Left;orange;mango/Left;mango;apple,8
Left;apple;lemon/Left;peach;apple/Left;apple;kiwi/Left;kiwi;fig/,Left;peach;apple/Left;apple;kiwi/Left;kiwi;fig/Left;fig;lemon,8
Left;apple;orange/Left;lemon;apple/Left;apple;cherry/Left;cherry;pear/,Left;lemon;apple/Left;apple;cherry/Left;cherry;pear/Left;pear;orange,8
Left;lime;mango/Left;apple;lime/Left;lime;fig/Left;fig;cherry/,Left;apple;lime/Left;lime;fig/Left;fig;cherry/Left;cherry;mango,8
Left;mango;cherry/Left;orange;mango/Left;mango;peach/Left;peach;apricot/,Left;orange;mango/Left;mango;peach/Left;peach;apricot/Left;apricot;cherry,8
Left;lime;peach/Left;mango;lime/Left;lime;fig/Left;fig;apple/,Left;mango;lime/Left;lime;fig/Left;fig;apple/Left;apple;peach,8
Left;lemon;apple/Left;fig;lemon/Left;lemon;cherry/Left;cherry;orange/,Left;fig;lemon/Left;lemon;cherry/Left;cherry;orange/Left;orange;apple,8
Left;kiwi;fig/Left;lime;kiwi/Left;kiwi;orange/Left;orange;apple/,Left;lime;kiwi/Left;kiwi;orange/Left;orange;apple/Left;apple;fig,8
Left;lemon;peach/Left;apple;lemon/Left;lemon;mango/Left;mango;orange/,Left;apple;lemon/Left;lemon;mango/Left;mango;peach/Left;peach;orange,9
Left;peach;apricot/Left;cherry;peach/Left;peach;lemon/Left;lemon;orange/,Left;cherry;peach/Left;peach;lemon/Left;lemon;apricot/Left;apricot;orange,9
Left;kiwi;plum/Left;orange;kiwi/Left;kiwi;mango/Left;mango;lime/,Left;orange;kiwi/Left;kiwi;mango/Left;mango;plum/Left;plum;lime,9
Left;cherry;mango/Left;fig;cherry/Left;cherry;orange/Left;orange;apple/,Left;fig;cherry/Left;cherry;orange/Left;orange;mango/Left;mango;apple,9
Left;mango;lime/Left;apple;mango/Left;mango;plum/Left;plum;cherry/,Left;apple;mango/Left;mango;plum/Left;plum;lime/Left;lime;cherry,9
Left;lemon;plum/Left;orange;lemon/Left;lemon;fig/Left;fig;kiwi/,Left;orange;lemon/Left;lemon;fig/Left;fig;plum/Left;plum;kiwi,9
Left;fig;kiwi/Left;plum;fig/Left;fig;apple/Left;apple;lemon/,Left;plum;fig/Left;fig;apple/Left;apple;kiwi/Left;kiwi;lemon,9
Left;cherry;pear/Left;mango;cherry/Left;cherry;lime/Left;lime;apricot/,Left;mango;cherry/Left;cherry;lime/Left;lime;pear/Left;pear;apricot,9
Left;apricot;cherry/Left;kiwi;apricot/Left;apricot;pear/Left;pear;fig/,Left;kiwi;apricot/Left;apricot;pear/Left;pear;cherry/Left;cherry;fig,9
Left;kiwi;fig/Left;apple;kiwi/Left;kiwi;pear/Left;pear;orange/,Left;apple;kiwi/Left;kiwi;pear/Left;pear;fig/Left;fig;orange,9
Left;apple;orange/Left;peach;apple/Left;apple;fig/Left;fig;mango/,Left;peach;apple/Left;apple;fig/Left;fig;orange/Left;orange;mango,9
Left;plum;apple/Left;lemon;plum/Left;plum;fig/Left;fig;mango/,Left;lemon;plum/Left;plum;fig/Left;fig;apple/Left;apple;mango,9
Left;lime;mango/Left;plum;lime/Left;lime;kiwi/Left;kiwi;fig/,Left;plum;lime/Left;lime;kiwi/Left;kiwi;mango/Left;mango;fig,9
Left;cherry;orange/Left;lime;cherry/Left;cherry;pear/Left;pear;apricot/,Left;lime;cherry/Left;cherry;pear/Left;pear;orange/Left;orange;apricot,9
Left;peach;apple/Left;cherry;peach/Left;peach;mango/Left;mango;fig/,Left;cherry;peach/Left;peach;mango/Left;mango;apple/Left;apple;fig,9
Left;apple;fig/Left;lemon;apple/Left;apple;peach/Left;peach;cherry/,Left;lemon;apple/Left;apple;peach/Left;peach;fig/Left;fig;cherry,9
Left;pear;cherry/Left;apple;pear/Left;pear;lemon/Left;lemon;fig/,Left;apple;pear/Left;pear;lemon/Left;lemon;cherry/Left;cherry;fig,9
Left;lemon;cherry/Left;plum;lemon/Left;lemon;mango/Left;mango;fig/,Left;plum;lemon/Left;lemon;mango/Left;mango;cherry/Left;cherry;fig,9
Left;cherry;orange/Left;mango;cherry/Left;cherry;pear/Left;pear;apple/,Left;mango;cherry/Left;cherry;pear/Left;pear;orange/Left;orange;apple,9
Left;apple;peach/Left;cherry;apple/Left;apple;orange/Left;orange;fig/,Left;cherry;apple/Left;apple;orange/Left;orange;peach/Left;peach;fig,9
Left;cherry;mango/Left;lime;cherry/Left;cherry;fig/Left;fig;pear/,Left;lime;cherry/Left;cherry;fig/Left;fig;mango/Left;mango;pear,9
Left;kiwi;orange/Left;apricot;kiwi/Left;kiwi;fig/Left;fig;peach/,Left;apricot;kiwi/Left;kiwi;fig/Left;fig;orange/Left;orange;peach,9
Left;mango;fig/Left;lemon;mango/Left;mango;kiwi/Left;kiwi;cherry/,Left;lemon;mango/Left;mango;kiwi/Left;kiwi;fig/Left;fig;cherry,9
Left;apricot;lemon/Left;pear;apricot/Left;apricot;fig/Left;fig;kiwi/,Left;pear;apricot/Left;apricot;fig/Left;fig;lemon/Left;lemon;kiwi,9
Left;pear;kiwi/Left;apple;pear/Left;pear;lime/Left;lime;orange/,Left;apple;pear/Left;pear;lime/Left;lime;kiwi/Left;kiwi;orange,9
Left;plum;kiwi/Left;apricot;plum/Left;plum;mango/Left;mango;fig/,Left;apricot;plum/Left;plum;mango/Left;mango;kiwi/Left;kiwi;fig,9
Left;pear;kiwi/Left;mango;pear/Left;pear;lemon/Left;lemon;orange/,Left;mango;pear/Left;pear;lemon/Left;lemon;kiwi/Left;kiwi;orange,9
Left;kiwi;apple/Left;cherry;kiwi/Left;kiwi;lemon/Left;lemon;mango/,Left;cherry;kiwi/Left;kiwi;lemon/Left;lemon;apple/Left;apple;mango,9
Left;apricot;lime/Left;kiwi;apricot/Left;apricot;orange/Left;orange;pear/,Left;kiwi;apricot/Left;apricot;orange/Left;orange;lime/Left;lime;pear,9
Left;orange;apple/Left;mango;orange/Left;orange;kiwi/Left;kiwi;lemon/,Left;mango;orange/Left;orange;kiwi/Left;kiwi;apple/Left;apple;lemon,9
Left;lime;plum/Left;apple;lime/Left;lime;fig/Left;fig;mango/,Left;apple;lime/Left;lime;fig/Left;fig;plum/Left;plum;mango,9
Left;kiwi;plum/Left;apple;kiwi/Left;kiwi;fig/Left;fig;lemon/,Left;apple;kiwi/Left;kiwi;fig/Left;fig;plum/Left;plum;lemon,9
Left;orange;plum/Left;apple;orange/Left;orange;cherry/Left;cherry;mango/,Left;apple;orange/Left;orange;cherry/Left;cherry;plum/Left;plum;mango,9
Left;apple;mango/Left;cherry;apple/Left;apple;orange/Left;orange;plum/,Left;cherry;apple/Left;apple;orange/Left;orange;mango/Left;mango;plum,9
Left;lemon;apricot/Left;fig;lemon/Left;lemon;orange/Left;orange;plum/,Left;plum;lemon/Left;lemon;apricot/Left;apricot;orange/Left;orange;fig,10
Left;peach;lime/Left;apricot;peach/Left;peach;orange/Left;orange;fig/,Left;fig;peach/Left;peach;lime/Left;lime;orange/Left;orange;apricot,10
Left;fig;apple/Left;lemon;fig/Left;fig;plum/Left;plum;cherry/,Left;cherry;fig/Left;fig;apple/Left;apple;plum/Left;plum;lemon,10
Left;lemon;apricot/Left;mango;lemon/Left;lemon;fig/Left;fig;pear/,Left;pear;lemon/Left;lemon;apricot/Left;apricot;fig/Left;fig;mango,10
Left;cherry;apple/Left;lemon;cherry/Left;cherry;mango/Left;mango;orange/,Left;orange;cherry/Left;cherry;apple/Left;apple;mango/Left;mango;lemon,10
Left;apricot;kiwi/Left;peach;apricot/Left;apricot;lime/Left;lime;fig/,Left;fig;apricot/Left;apricot;kiwi/Left;kiwi;lime/Left;lime;peach,10
Left;fig;apricot/Left;cherry;fig/Left;fig;orange/Left;orange;lime/,Left;lime;fig/Left;fig;apricot/Left;apricot;orange/Left;orange;cherry,10
Left;orange;cherry/Left;plum;orange/Left;orange;apricot/Left;apricot;mango/,Left;mango;orange/Left;orange;cherry/Left;cherry;apricot/Left;apricot;plum,10
Left;fig;kiwi/Left;apple;fig/Left;fig;pear/Left;pear;mango/,Left;mango;fig/Left;fig;kiwi/Left;kiwi;pear/Left;pear;apple,10
Left;orange;cherry/Left;peach;orange/Left;orange;lemon/Left;lemon;kiwi/,Left;kiwi;orange/Left;orange;cherry/Left;cherry;lemon/Left;lemon;peach,10
Left;kiwi;pear/Left;mango;kiwi/Left;kiwi;lime/Left;lime;apple/,Left;apple;kiwi/Left;kiwi;pear/Left;pear;lime/Left;lime;mango,10
Left;kiwi;cherry/Left;plum;kiwi/Left;kiwi;lime/Left;lime;orange/,Left;orange;kiwi/Left;kiwi;cherry/Left;cherry;lime/Left;lime;plum,10
Left;kiwi;peach/Left;lime;kiwi/Left;kiwi;apricot/Left;apricot;orange/,Left;orange;kiwi/Left;kiwi;peach/Left;peach;apricot/Left;apricot;lime,10
Left;pear;mango/Left;kiwi;pear/Left;pear;lemon/Left;lemon;orange/,Left;orange;pear/Left;pear;mango/Left;mango;lemon/Left;lemon;kiwi,10
Left;apple;kiwi/Left;peach;apple/Left;apple;lemon/Left;lemon;mango/,Left;mango;apple/Left;apple;kiwi/Left;kiwi;lemon/Left;lemon;peach,10
Left;orange;pear/Left;apricot;orange/Left;orange;kiwi/Left;kiwi;lemon/,Left;lemon;orange/Left;orange;pear/Left;pear;kiwi/Left;kiwi;apricot,10
Left;peach;kiwi/Left;apricot;peach/Left;peach;orange/Left;orange;cherry/,Left;cherry;peach/Left;peach;kiwi/Left;kiwi;orange/Left;orange;apricot,10
Left;apricot;orange/Left;lime;apricot/Left;apricot;peach/Left;peach;cherry/,Left;cherry;apricot/Left;apricot;orange/Left;orange;peach/Left;peach;lime,10
Left;fig;apricot/Left;lime;fig/Left;fig;kiwi/Left;kiwi;orange/,Left;orange;fig/Left;fig;apricot/Left;apricot;kiwi/Left;kiwi;lime,10
Left;mango;apricot/Left;orange;mango/Left;mango;kiwi/Left;kiwi;peach/,Left;peach;mango/Left;mango;apricot/Left;apricot;kiwi/Left;kiwi;orange,10
Left;peach;lemon/Left;fig;peach/Left;peach;apricot/Left;apricot;orange/,Left;orange;peach/Left;peach;lemon/Left;lemon;apricot/Left;apricot;fig,10
Left;apple;mango/Left;lemon;apple/Left;apple;orange/Left;orange;pear/,Left;pear;apple/Left;apple;mango/Left;mango;orange/Left;orange;lemon,10
Left;lemon;peach/Left;cherry;lemon/Left;lemon;apricot/Left;apricot;kiwi/,Left;kiwi;lemon/Left;lemon;peach/Left;peach;apricot/Left;apricot;cherry,10
Left;lemon;mango/Left;fig;lemon/Left;lemon;cherry/Left;cherry;orange/,Left;orange;lemon/Left;lemon;mango/Left;mango;cherry/Left;cherry;fig,10
